id,author_details,title,isbn,publisher,date_published,bookshelf,series_details,pages,description,genre,book_uuid
116,"De Crescenzo, Luciano|Guettier, Benedicte|love, Little ass fallen in",Storia Della Filosofia Greca: Da Socrate in Poi,9788804314905,Mondadori,1988-10,"Romanzi,",Italian Edition|De Crescenzo - Storia della filosofia (2),231,"Ha scritto Pascal: ""Platone e Aristotele si immaginano di solito in grandi toghe e come personaggi seri e gravi; invece erano uomini urbani che ridevano come gli altri con i loro amici..."". Seguito del primo volume della ""Storia della filosofia greca"", dedicato ai presocratici, questo libro parte da Socrate e arriva fino a Plotino, riproponendo, intatte, la grazia e la leggerezza che hanno contraddistinto il suo predecessore e che ne hanno decretato l'incredibile successo. A ogni pagina di questa ""Storia della filosofia greca"", infatti, il suo autore ci ricorda come coloro che insegnarono all'Occidente a pensare siano vissuti sullo sfondo animato, socievole e loquace di antiche città del Sud. Con la sua prosa leggera e ridente, da grande divulgatore, De Crescenzo accompagna con i suoi lettori nella cella dove Socrate sta per morire o fra le vertiginose architetture intellettuali della ""Repubblica"" e del ""Simposio"" di Platone. Da Socrate in poi, la filosofia ha affrontato gli eterni, fondamentali problemi dell'Uomo. Nessuno saprebbe accompagnarci sino alla loro soglia severa con la simpatia e l'irresistibile amabilità di Luciano De Crescenzo.",Philosophy / History & Surveys / Ancient & Classical,606b0becd4662c490dfffeade4fc7c4c
117,"De Crescenzo, Luciano",Il Tempo E La Felicità,9788804446941,Mondadori,1998-01-01,"Romanzi,",Italian Edition,200,"Archeologo improvvisato, ha ""ritrovato"", scavando nella sua cantina romana, un antico cofanetto con la risposta di Lucilio alle celeberrime ""Lettere"" di Seneca. Quelli di sempre i grandi temi: felicità, vecchiaia, politica, libertà, corruzione. Con curiose puntate nel quotidiano: i viaggi, il pettegolezzo, il traffico cittadino. Una storia d'amore... platonica è la cornice romanzesca del libro che riprende la migliore tradizione divulgativa dell'autore.",Philosophy / General,cbd6a8980187069e8abccce07431d084
118,"De Crescenzo, Luciano",Croce E Delizia,9788804367192,Arnoldo Mondadori,1993-01-01,"Romanzi,",,164,Romanzo,Fiction / General,08715c3dde48a607939d496f5a9dd98e
119,"De Crescenzo, Luciano",Panta Rei,9788804393740,Arnoldo Mondadori Editore,1994-01-01,"Romanzi,",tutto scorre|Italian Edition,223,"Book by De Crescenzo, Luciano",Philosophy / History & Surveys / Ancient & Classical,b8857db94dd43805b96c309d139d47cb
120,"Aprile, Pino",Terroni. Tutto Quello Che È Stato Fatto Perché Gli Italiani Del Sud Diventassero «meridionali»,9788868366063,Piemme,2013-01-01,"Romanzi,",,303,"Fratelli d'Italia... ma sarà poi vero? Perché, nel momento in cui ci si prepara a festeggiare i centocinquant'anni dall'Unità d'Italia, il conflitto tra Nord e Sud, fomentato da forze politiche che lo utilizzano spesso come una leva per catturare voti, pare aver superato il livello di guardia. Pino Aprile, pugliese doc, interviene con grande verve polemica in un dibattito dai toni sempre più accesi, per fare il punto su una situazione che si trascina da anni, ma che di recente sembra essersi radicata in uno scontro di difficile composizione. Percorrendo la storia di quella che per alcuni è conquista, per altri liberazione, l'autore porta alla luce una serie di fatti che, nella retorica dell'unificazione, sono stati volutamente rimossi e che aprono una nuova, interessante, a volte sconvolgente finestra nella facciata del trionfalismo nazionalistico. Terroni è un libro sul Sud e per il Sud, la cui conclusione è che, se centocinquant'anni non sono stati sufficienti a risolvere il problema, vuol dire che non si è voluto risolverlo. Come dice l'autore, le due Germanie, pur divise da una diversa visione del futuro, dalla Guerra Fredda e da un muro, in vent'anni sono tornate una. Perché da noi non è successo?",Social Science / General,b00fd6df6a87b14f444dd52197db2b68
121,"Fiore, Gigi Di",Controstoria Dell'unità D'italia: Fatti E Misfatti Del Risorgimento,9788817042819,Rizzoli,2010-09-08,"Romanzi,",Italian Edition,446,"Come è possibile che un manipolo di 1000 garibaldini abbia sconfitto un esercito di 50.000 borbonici? È una domanda cui le rievocazioni celebrative del Risorgimento italiano non danno risposte convincenti. E non è la sola, con sé ne porta molte altre: con quali poteri, con quali mafie dovettero allearsi Garibaldi e Cavour? Perché ci vollero cannoni e fucili per domare la ribellione contadina nelle regioni del Mezzogiorno subito dopo l'annessione? Quella che la storia, scritta dai vincitori, ha battezzato 'unificazione d'Italia' fu in realtà una guerra di conquista condotta dal Piemonte contro gli Stati sovrani del Centro e del Sud. E nei decenni successivi, dai manuali scolastici ai romanzi, fino agli sceneggiati televisivi, gli eventi che non si accordavano con la retorica patriottica sono stati nascosti o deformati. Così, dei ventidue anni dall'esplosione rivoluzionaria del 1848 alla breccia di Porta Pia, molto rimane nell'ombra: il bombardamento piemontese di Genova nel 1849, i plebisciti combinati per le annessioni degli Stati centrali, le agitazioni manovrate da carabinieri infiltrati, i provvedimenti anticattolici, la guerra al brigantaggio e le 'leggi speciali', la corruzione dei conquistatori e le loro collusioni con la malavita locale. E personaggi pittoreschi come il temuto brigante Nicola Summa, detto ""Ninco Nanco"", o la contessa di Castiglione, cugina del conte di Cavour, inviata a Parigi per ammaliare Napoleone III e conquistare il suo appoggio politico e militare al regno sabaudo. Gigi Di Fiore chiama a raccolta queste figure e vicende dimenticate, per ribaltare un periodo cardine della nostra storia moderna e vederlo con gli occhi dei vinti. Recupera documenti e testimonianze di una storiografia spesso oggetto di una vera e propria congiura del silenzio. E restaura l'affresco scrostato del nostro Risorgimento portando alla luce gli intrighi e le ambiguità della guerra scatenata dal Nord contro il Sud. Una provocazione necessaria, per andare alle radici delle questioni irrisolte che ancora oggi spaccano il Paese.",Political Science / Colonialism & Post-Colonialism,ccaac9eba3b448c096433d1d393c3d76
122,"Angela, Alberto",I Tre Giorni Di Pompei,9788817077309,Rizzoli,2014-11-26,"Romanzi,",,496,"Il 24 ottobre del 79 d.C. sembra un venerdì qualsiasi a Pompei, una città abitata da circa dodicimila persone che, come innumerevoli altre nell’Impero, lavorano, vanno alle terme, fanno l’amore. Ma alle 13 dal vicino Vesuvius si sprigiona una quantità di energia pari a cinquantamila bombe atomiche e, in meno di venti ore, sotto un diluvio ustionante di ceneri e gas, Pompei è soffocata da sei metri di pomici, mentre la vicina Ercolano viene sepolta sotto venti metri di fanghi compatti. Migliaia di uomini e donne cercano di scappare, invocano gli dèi, ma trovano una morte orribile. E solo in epoca moderna saranno scoperti alcuni dei loro corpi, contorti nella disperazione della fuga. Dopo molti anni passati a studiare la zona vesuviana, con il supporto di archeologi e vulcanologi Alberto Angela ricostruisce come in presa diretta i giorni che ne segnarono il tragico destino. Per farci respirare le atmosfere di quei momenti, individua alcuni personaggi storicamente esistiti – la ricca matrona Rectina, un cinico banchiere, un politico ambizioso… – e li segue passo dopo passo, in un percorso che si può fare ancora oggi, per strade, campagne, case o locali pubblici. In questo modo, non solo ci fa scorrere davanti agli occhi la vita quotidiana (prima) e la morte (poi) come in un film mozzafiato, ma dà anche nuove, illuminanti risposte a intriganti interrogativi: perché nessuno si era accorto di vivere alle pendici di un vulcano-killer? Come mai alcune eleganti domus erano diventate laboratori artigiani? E che cosa legava Plinio il Vecchio, naturalista e ammiraglio scomparso nella tragedia, all’affascinante Rectina? Dettagliatissimo e aggiornato con gli studi più recenti, è un viaggio emozionante nel mondo antico, lo sconvolgente reportage di una tragedia, un libro unico che si legge come un romanzo e ha la profondità di un grande saggio. È il 79 d.C., benvenuti a Pompei.",History / General,6ffac25a9f860f7828510e7a4d4eac24
123,"Eco, Umberto",Dire Quasi La Stessa Cosa. Esperienze Di Traduzione,9788845266058,Bompiani,2010-11-10,"Romanzi,",Italian Edition,391,"<p>In this book Umberto Eco argues that translation is not about comparing two languages, but about the interpretation of a text in two different languages, thus involving a shift between cultures. An author whose works have appeared in many languages, Eco is also the translator of Grard de Nerval's Sylvie and Raymond <em>Queneau's Exercices de style</em> from French into Italian. In <em>Experiences in Translation</em> he draws on his substantial practical experience to identify and discuss some central problems of translation. As he convincingly demonstrates, a translation can express an evident deep sense of a text even when violating both lexical and referential faithfulness. Depicting translation as a semiotic task, he uses a wide range of source materials as illustration: the translations of his own and other novels, translations of the dialogue of American films into Italian, and various versions of the Bible. In the second part of his study he deals with translation theories proposed by Jakobson, Steiner, Peirce, and others.</p><p>Overall, Eco identifies the different types of interpretive acts that count as translation. An enticing new typology emerges, based on his insistence on a common-sense approach and the necessity of taking a critical stance.</p>",Language Arts & Disciplines / Translating & Interpreting,e7187341af21ffc08d036703a7b294fa
124,"Vitelli, Imma",Piazza Tahrir. I Giovani Che Hanno Fatto La Rivoluzione,9788842817581,Il Saggiatore,2012-01,"Romanzi,",,254,"C'è stato un tempo in cui eravamo uomini degni. Nella mente di Ahmed Maher riecheggiano le parole pronunciate dal padre quando lui era bambino, ora che è un capo rivoluzionario, ora che il mondo arabo è in fermento, ora che la Storia sembra chiamare i giovani a combattere le tirannie. Anche noi, in Egitto, possiamo farcela, pensa Ahmed Maher, così com'è successo in Tunisia dopo il martirio di Mohamed Bouazizi. Riconquistiamo onore e libertà, subito. Tanti altri, al Cairo, la pensano come lui. Sono Khaled el Sayed, Abdul Rahman Samir, Sally Toma, Zyad el Alaymi, Islam Lutti... Studenti, esperti informatici, avvocati. Membri di gruppi politici e religiosi differenti, uniti nella stessa causa: formare un fronte di resistenza attiva contro il governo di Hosni Mubarak, presidente-monarca in carica da trent'anni. Sono la prima generazione ""social"". Comunicano tramite Twitter, postano su YouTube i video degli scontri, si danno appuntamento dalle pagine Facebook in luoghi segreti della città, formano cortei di protesta che confluiscono in un'unica ""marea vibrante"" nel centro nevralgico di piazza Tahrir. Nasce così, tra il 25 gennaio e l'11 febbraio 2011, quella rivolta che in breve tempo, ""il tempo che impiega un'idea a diventare un sentimento"", porterà alla deposizione di Mubarak. Migliaia di voci unite in un grido: ""Chi vuole cambiare venga a Tahrir!"". Prefazione di Gad Lerner.",Social Science / Jewish Studies,1a53062dfe3c6b0f7fea1163e6577a2d
125,"Tiziani, Moreno",Professione Antropologo. Antropologia Fisica Al Servizio Dell'innovazione,9788895458380,Altravista,2011-01-01,"Romanzi,",,21,Che cos’è l’antropologia fisica? Come si diventa antropologi fisici? Che cosa fa un antropologo fisico e quale è il suo ruolo nella società di oggi? Domande che si pone chi si avvicina a questa disciplina scientifica per studio o passione e vuole capire quali prospettive concrete offre. Professione Antropologo introduce al mestiere di antropologo attraverso consigli sul percorso di formazione ed esempi pratici di applicazione. ,Social Science / Anthropology / Physical,684c99908465bab8a8ca16189164f90a
126,"Lucarelli, Carlo",L'isola Dell'angelo Caduto,9788804483380,Mondadori,1999-01-01,"Romanzi,",,219,"Gennaio 1925: mentre Mussolini pronuncia il suo discorso alla Camera assumendosi la responsabilità del delitto Matteotti, in una piccola isola fuori dal tempo viene trovato il cadavere di un uomo. Si tratta di una camicia nera, un miliziano in forza alla colonia penale dell'isola. Ad indagare su questa morte sospetta, e sulle due che seguiranno, è un giovane commissario senza illusioni, né fascista né antifascista, piccolo eroe un po' apatico, ma deciso a pensare con la propria testa.",,699f00bb6a23181385fbd4da75a002e5
127,"Eco, Umberto|Kroeber, Burkhart",Über Spiegel Und Andere Phänomene,9783423129244,Dtv,2001,"Romanzi,",,261,"Narziß beugt sich übers Wasser. Auf der blanken Oberfläche erscheint sein Bild. Er lehnt sich zurück, das Bild verschwindet, nichts zeugt vom Geschehenen. Das Spiegelbild: kein Zeichen, behauptet Eco. Dem Semiotiker zerfällt die Welt in Zeichen, und wo er keine entdeckt, muß er die Diskrepanz zumindest erklären. Die Lektüre dieses zentralen Essays lohnt nicht nur für Narziß ...Eco versammelt in diesem Band von »Gelegenheitsschriften« Aufsätze zur Ästhetik, Analysen diverser Phänomene der populären Kultur, kritische Textinterpretationen, philosophische und semiotische Schriften.Das Themenspektrum reicht von den Formen der Darstellung, experimenteller und avantgardistischer Kunst, Massenmedien und Literatur bis zu möglichen Welten der Science-fiction, detektivischer Phantasie und Täuschung. Ecos semiotischer Ansatz, mit dem er so souverän hantiert wie ein Kartograph mit dem Zirkel, erweist sich dabei immer wieder als überraschend.",,bd630a386536a5c31b1a55c2f2b046fa
128,"Auel, Jean M.|Auel, Jean M",Focolari Di Pietra,9788850204229,Tea,2005-05-19,"Romanzi,",Earth's Children (5)|Italian Edition,814,"Il viaggio di Ayla e Giondalar si è concluso, e il giovane è tornato dal suo popolo, la Nona Caverna degli Zelandoni, che per lunghi anni lo ha atteso. Ma chi è la straniera al suo fianco? Da dove viene? Perché è accompagnata da un lupo e da un cavallo? Ben presto Ayla comprende che il suo futuro dipenderà da ciò che potrà offrire agli Zelandoni: la capacità di accendere il fuoco con le pietre e di «parlare» con gli animali, di maneggiare le armi e di costruire utensili... Nuove sfide attendono Ayla, non meno insidiose di quelle del viaggio: saprà farsi accettare dalla Nona Caverna? E potrà sempre contare su Giondalar?",Fiction / Historical,fa71f672e900ff348cc06c2e7fbb92c9
